,datetime,close,ric_call,ric_put,ric_call_rev,ric_put_rev,delivery_date,T,r,c,p,p_rev,c_rev,q,iv_call,iv_put,iv_call_ref,iv_put_ref,pc,pc_ref
15,2022-05-25,20171.27,HSI20200F2.HF,HSI20200R2.HF,HSI20000F2.HF,HSI20000R2.HF,2022-06-30,0.09863013698630137,0.0018702499916701256,561,852,757,655,0.1438067934810839,0.2807730652273752,0.2734485790059543,0.28380751,0.28020452,0.026768482380070235,0.012849972909714236
16,2022-05-26,20116.2,HSI20200F2.HF,HSI20200R2.HF,HSI20000F2.HF,HSI20000R2.HF,2022-06-30,0.0958904109589041,0.001893406374308825,508,854,749,597,0.15156910960046788,0.27399875891224923,0.26387764454447726,0.26807893,0.27623292,0.03833275131151215,-0.029501325342571993
17,2022-05-27,20697.36,HSI20600F2.HF,HSI20600R2.HF,HSI20800F2.HF,HSI20800R2.HF,2022-06-30,0.09315068493150686,0.001879233134802025,613,644,747,532,0.03761449208112027,0.23858378919260992,0.26234357861708874,0.25964111,0.25574252999999997,-0.0905254481162362,0.015236244086551665
18,2022-05-30,21123.93,HSI21000F2.HF,HSI21000R2.HF,HSI21200F2.HF,HSI21200R2.HF,2022-06-30,0.08493150684931507,0.0019398173372052413,606,620,726,505,0.029069384366248355,0.23212437066169586,0.26870918033904495,0.25548365,0.25528014,-0.13609419886774599,0.000796834564923854
19,2022-05-31,21415.2,HSI21200F2.HF,HSI21200R2.HF,HSI21400F2.HF,HSI21400R2.HF,2022-06-30,0.0821917808219178,0.0019522930351695248,722,526,620,614,-0.08415779249186503,0.21178330750511143,0.28398232910054544,0.26527888,0.25884553,-0.25414631953889866,0.02484218012570949
20,2022-06-01,21294.94,HSI21400G2.HF,HSI21400S2.HF,HSI21200G2.HF,HSI21200S2.HF,2022-07-31,0.1643835616438356,0.002283091761432877,640,1042,938,732,0.09428599441628008,0.24389272395953626,0.23716521239832306,0.24770945,0.24739737,0.028343562683287304,0.0012603930887327142
21,2022-06-02,21082.13,HSI21000G2.HF,HSI21000S2.HF,HSI21200G2.HF,HSI21200S2.HF,2022-07-31,0.16164383561643836,0.0023923360806747925,742,903,1010,648,0.05997382292969738,0.23752826919977624,0.25181951146212783,0.25257349,0.25207442,-0.056707510748203904,0.0019781527679663125
22,2022-06-06,21653.9,HSI21400G2.HF,HSI21400S2.HF,HSI21600G2.HF,HSI21600S2.HF,2022-07-31,0.1506849315068493,0.0023656995249534125,869,778,878,765,-0.019820496828980426,0.2078632129562307,0.27936208745376573,0.25296778,0.25258399,-0.25577350266809473,0.0015182353174498786
23,2022-06-07,21531.67,HSI21600G2.HF,HSI21600S2.HF,HSI21400G2.HF,HSI21400S2.HF,2022-07-31,0.14794520547945206,0.002477927400530147,640,981,873,732,0.09718654977567676,0.246869367162619,0.23856668638103515,0.24817396,0.2511113,0.03477664581756712,-0.011688430834504215
24,2022-06-08,22014.59,HSI22000G2.HF,HSI22000S2.HF,HSI21800G2.HF,HSI21800S2.HF,2022-07-31,0.14520547945205478,0.0025948305135179172,678,931,828,775,0.050537047733903315,0.2236127168111002,0.25821378438456377,0.24784026999999997,0.25106084,-0.13391429739409055,-0.012818253193358387
25,2022-06-09,21869.05,HSI22000G2.HF,HSI22000S2.HF,HSI21800G2.HF,HSI21800S2.HF,2022-07-31,0.14246575342465753,0.0026732237513932026,632,948,841,726,0.09271006638973808,0.2502182067695979,0.22103500052552696,0.24507052000000001,0.24509530999999998,0.13193740978835256,-0.00010107222364874602
26,2022-06-10,21806.18,HSI21600G2.HF,HSI21600S2.HF,HSI21800G2.HF,HSI21800S2.HF,2022-07-31,0.13972602739726028,0.0026874854736441433,771,802,903,673,0.04131121428877497,0.22499944477973233,0.2622003331404532,0.25666855,0.24918502,-0.14178911131139293,0.030009327840078148
27,2022-06-13,21067.58,HSI21200G2.HF,HSI21200S2.HF,HSI21000G2.HF,HSI21000S2.HF,2022-07-31,0.13150684931506848,0.003086930523553221,621,1033,931,713,0.13024385479235792,0.27724053188490644,0.2535871472249529,0.27582805,0.27798847,0.09319998084400449,-0.007765114371977022
28,2022-06-14,21067.99,HSI21000G2.HF,HSI21000S2.HF,HSI20800G2.HF,HSI20800S2.HF,2022-07-31,0.12876712328767123,0.00381591014535388,709,909,809,809,0.05390028606631021,0.24748819469156386,0.29176088782627574,0.27555813,0.27288275,-0.1516344440350993,0.009796190471397237
29,2022-05-03,21101.89,HSI21000G2.HF,HSI21000S2.HF,HSI20800G2.HF,HSI20800S2.HF,2022-07-31,0.24383561643835616,0.004852598992967672,924,1284,1184,1018,0.07477056719779931,0.25494210472996054,0.28079345938880995,0.27044617,0.0,-0.09193768505761746,inf
30,2022-05-04,20869.52,HSI21000G2.HF,HSI21000S2.HF,HSI20800G2.HF,HSI20800S2.HF,2022-07-31,0.2410958904109589,0.004901379030711842,788,1398,1287,876,0.11224681252008603,0.26913234207786796,0.25561261985052647,0.26853449,0.0,0.05281645721773387,inf
31,2022-05-05,20793.4,HSI21000G2.HF,HSI21000S2.HF,HSI21200G2.HF,HSI21200S2.HF,2022-07-31,0.23835616438356164,0.0048676760431250665,730,1411,1534,654,0.14265433130608313,0.27879809102454484,0.22651996778769387,0.26283952,0.0,0.23046544179230888,inf
32,2022-05-06,20001.96,HSI20200G2.HF,HSI20200S2.HF,HSI20000G2.HF,HSI20000S2.HF,2022-07-31,0.2356164383561644,0.004861108070153409,782,1411,1305,873,0.12716819347914485,0.29337141154873453,0.256177647255628,0.2845123,0.28443588,0.14495775243679887,0.0002682454599414186
33,2022-05-10,19633.69,HSI19400G2.HF,HSI19400S2.HF,HSI19600G2.HF,HSI19600S2.HF,2022-07-31,0.22465753424657534,0.004850179446517266,978,1220,1325,883,0.07564147911880342,0.27788790114870315,0.3234090587773106,0.0,0.30929212,-0.1405340866809226,-1.0
34,2022-05-11,19824.57,HSI19800G2.HF,HSI19800S2.HF,HSI19600G2.HF,HSI19600S2.HF,2022-07-31,0.2219178082191781,0.004869402298426484,903,1258,1158,1004,0.06806406453205711,0.2773700126436393,0.30565281732818517,0.29757814,0.29605498,-0.09239416571938197,0.00513645694750875
35,2022-05-12,19380.34,HSI19600G2.HF,HSI19600S2.HF,HSI19400G2.HF,HSI19400S2.HF,2022-07-31,0.2191780821917808,0.005015561286999156,768,1450,1341,850,0.14476739542547384,0.31424135932752373,0.27866478362002844,0.30104844,0.29906653,0.12745093253087036,0.006616060385120193
36,2022-05-13,19898.77,HSI19800G2.HF,HSI19800S2.HF,HSI19600G2.HF,HSI19600S2.HF,2022-07-31,0.21643835616438356,0.00520230378056816,882,1220,1120,981,0.07541824144496892,0.2683195314498277,0.30599256931402946,0.29273852,0.29797325,-0.12294648081243997,-0.017540405360443545
37,2022-05-16,19950.21,HSI20000G2.HF,HSI20000S2.HF,HSI20200G2.HF,HSI20200S2.HF,2022-07-31,0.20821917808219179,0.00525000300282763,825,1218,1346,739,0.10429663922671999,0.28874048493683163,0.2707432173094223,0.29036764000000004,0.27839007,0.06638045739200638,0.04296280647516881
38,2022-05-17,20602.52,HSI20400G2.HF,HSI20400S2.HF,HSI20200G2.HF,HSI20200S2.HF,2022-07-31,0.2054794520547945,0.005297099100958548,932,1089,993,1038,0.04149423166920885,0.24592040839768253,0.302088372189236,0.27881146,0.27777068,-0.18571777730927708,0.0037419282250445995
39,2022-05-18,20644.28,HSI20600G2.HF,HSI20600S2.HF,HSI20800G2.HF,HSI20800S2.HF,2022-07-31,0.20273972602739726,0.005363844052450727,772,1198,1307,688,0.10700668222716293,0.25907847027271796,0.272815091109227,0.27180635,0.27500247,-0.05029280960225313,-0.0116075656086021
40,2022-05-19,20120.68,HSI20200G2.HF,HSI20200S2.HF,HSI20000G2.HF,HSI20000S2.HF,2022-07-31,0.2,0.005495307780039172,761,1250,1143,852,0.10709616565882032,0.27681523866655317,0.2783893521256477,0.28641173999999997,0.2768116,-0.005647121347948314,0.03463453780051484
41,2022-05-20,20717.24,HSI20600G2.HF,HSI20600S2.HF,HSI20400G2.HF,HSI20400S2.HF,2022-07-31,0.19726027397260273,0.005528717728302096,830,1137,1039,929,0.08105384062217835,0.25400660715255863,0.2866991055256965,0.28349182,0.27500247,-0.11390202514022663,0.03082993555795821
42,2022-05-23,20470.06,HSI20600G2.HF,HSI20600S2.HF,HSI20400G2.HF,HSI20400S2.HF,2022-07-31,0.18904109589041096,0.005566920349590683,724,1224,1114,814,0.11038581973412001,0.2744541757347615,0.26541709044036965,0.28349182,0.27500247,0.03400889979035626,0.03083160765476234
43,2022-05-24,20112.1,HSI20200G2.HF,HSI20200S2.HF,HSI20400G2.HF,HSI20400S2.HF,2022-07-31,0.1863013698630137,0.005579420523172646,747,1152,1273,664,0.1295946041727808,0.29095470364272963,0.24837009644650232,0.27960697,0.28163834,0.17124752119124165,-0.007203907886063621
44,2022-05-25,20171.27,HSI20200G2.HF,HSI20200S2.HF,HSI20000G2.HF,HSI20000S2.HF,2022-07-31,0.18356164383561643,0.005604540266636309,728,1127,1021,825,0.10741154090129676,0.2680759910731951,0.2672496782359502,0.27317225,0.28163834,0.0030885210989757272,-0.030025317920568173
45,2022-05-26,20116.2,HSI20200G2.HF,HSI20200S2.HF,HSI20000G2.HF,HSI20000S2.HF,2022-07-31,0.18082191780821918,0.005630158246119323,678,1140,1030,768,0.11545129027092785,0.2653746640298598,0.26027148143903944,0.26914448,0.26878109,0.01958655449913782,0.0013505183163344814
46,2022-05-27,20697.36,HSI20600G2.HF,HSI20600S2.HF,HSI20800G2.HF,HSI20800S2.HF,2022-07-31,0.1780821917808219,0.0056116916307793335,803,951,1045,709,0.05711273940951788,0.24540684532291357,0.26178723194136766,0.26141767,0.25994648000000004,-0.06251360453437405,0.005653866794248286
47,2022-05-30,21123.93,HSI21000G2.HF,HSI21000S2.HF,HSI21200G2.HF,HSI21200S2.HF,2022-07-31,0.16986301369863013,0.005626096657918718,784,912,1016,689,0.048744261714903356,0.23188019131755228,0.2602939622224634,0.25323573,0.24955775,-0.10907216811759557,0.014724715048658688
48,2022-05-31,21415.2,HSI21200G2.HF,HSI21200S2.HF,HSI21400G2.HF,HSI21400S2.HF,2022-07-31,0.16712328767123288,0.00561927184013527,897,810,905,788,-0.00593148691888898,0.21933938308312997,0.2684892937237529,0.25459273,0.25013731,-0.18292460744773242,0.017795964507461237
49,2022-06-01,21294.94,HSI21400H2.HF,HSI21400T2.HF,HSI21200H2.HF,HSI21200T2.HF,2022-08-31,0.2493150684931507,0.005772760391912811,818,1275,1159,912,0.07420660098490867,0.2456837780846016,0.24383744016556314,0.25852093,0.24913375999999998,0.007562548017112869,0.03762789654579879
50,2022-06-02,21082.13,HSI21000H2.HF,HSI21000T2.HF,HSI21200H2.HF,HSI21200T2.HF,2022-08-31,0.2465753424657534,0.00582607655346675,922,1118,1228,826,0.051330431531929184,0.2409212654829552,0.2513787698144507,0.24973851,0.25084506,-0.041549918303878,-0.004405625823804993
51,2022-06-06,21653.9,HSI21400H2.HF,HSI21400T2.HF,HSI21600H2.HF,HSI21600T2.HF,2022-08-31,0.2356164383561644,0.005817538191654639,1047,997,1090,950,-0.0031015125602825754,0.21354192990706794,0.2738300764195848,0.24507363000000001,0.24913375999999998,-0.21994139249711353,-0.016277619578054514
52,2022-06-07,21531.67,HSI21600H2.HF,HSI21600T2.HF,HSI21400H2.HF,HSI21400T2.HF,2022-08-31,0.2328767123287671,0.0058608508706215305,819,1198,1101,915,0.07503460222807715,0.2461004420278406,0.23799211330391393,0.23589743,0.26030868,0.03403037131318576,-0.09367161887457687
53,2022-06-08,22014.59,HSI22000H2.HF,HSI22000T2.HF,HSI21800H2.HF,HSI21800T2.HF,2022-08-31,0.23013698630136986,0.005908528398573366,860,1161,1061,955,0.046636475681898916,0.22756910684460455,0.254076378618715,0.24125438,0.24182835,-0.10421835611447106,-0.00237080904171616
54,2022-06-09,21869.05,HSI22000H2.HF,HSI22000T2.HF,HSI21800H2.HF,HSI21800T2.HF,2022-08-31,0.2273972602739726,0.005964101558056169,818,1179,1075,913,0.07181152474039938,0.24909566575687495,0.2258526613590123,0.23894296,0.24182835,0.102796940798497,-0.011918580945819546
55,2022-06-10,21806.18,HSI21600H2.HF,HSI21600T2.HF,HSI21800H2.HF,HSI21800T2.HF,2022-08-31,0.22465753424657534,0.006118435387338954,967,1022,1123,867,0.03546537060679869,0.22908117240691167,0.2579774712023382,0.24764856000000002,0.24704637000000002,-0.11189399558118851,0.0024347645069340285
56,2022-06-13,21067.58,HSI21200H2.HF,HSI21200T2.HF,HSI21000H2.HF,HSI21000T2.HF,2022-08-31,0.21643835616438356,0.006396785425578716,807,1278,1171,902,0.09491295556136366,0.2711837429167369,0.2552298478172033,0.24720393999999998,0.25218233,0.06242752260724105,-0.01971926404984592
57,2022-06-14,21067.99,HSI21000H2.HF,HSI21000T2.HF,HSI20800H2.HF,HSI20800T2.HF,2022-08-31,0.2136986301369863,0.0072084401572450685,910,1150,1052,1011,0.04649326275664578,0.24982569336808272,0.2841528326835456,0.26872871,0.25672574000000004,-0.12066176472586976,0.04669530405037814
58,2022-06-01,21294.94,HSI21400I2.HF,HSI21400U2.HF,HSI21200I2.HF,HSI21200U2.HF,2022-09-30,0.3315068493150685,0.008954984174824432,938,1453,1343,1033,0.06944938953621763,0.2445188201759455,0.24214159480231626,0.2488842,0.0,0.009801374869913282,inf
59,2022-06-02,21082.13,HSI21000I2.HF,HSI21000U2.HF,HSI21200I2.HF,HSI21200U2.HF,2022-09-30,0.3287671232876712,0.008959146723128591,1039,1308,1412,946,0.05243804945052928,0.2402792413134355,0.2513667906830072,0.24963532,0.24758123,-0.044037711250684675,0.008282533351134491
60,2022-06-06,21653.9,HSI21400I2.HF,HSI21400U2.HF,HSI21600I2.HF,HSI21600U2.HF,2022-09-30,0.3178082191780822,0.008952110024216543,1164,1178,1275,1066,0.012384184673388705,0.21674985832564106,0.26752117204787806,0.24150366,0.24441116000000002,-0.1895206134393994,-0.011877463637874341
61,2022-06-07,21531.67,HSI21600I2.HF,HSI21600U2.HF,HSI21400I2.HF,HSI21400U2.HF,2022-09-30,0.3150684931506849,0.008952110024216543,941,1393,1281,1034,0.06914854960256708,0.24368950499824737,0.23953307197548904,0.24464969,0.24147232,0.01732542247963731,0.013137788755201774
62,2022-06-08,22014.59,HSI22000I2.HF,HSI22000U2.HF,HSI21800I2.HF,HSI21800U2.HF,2022-09-30,0.31232876712328766,0.008935558720302975,980,1348,1244,1076,0.048019395878775115,0.22661204461718168,0.25064820909643937,0.24111788,0.23879137,-0.09576111465921111,0.009728193648681493
63,2022-06-09,21869.05,HSI22000I2.HF,HSI22000U2.HF,HSI21800I2.HF,HSI21800U2.HF,2022-09-30,0.3095890410958904,0.008959146723128591,942,1368,1263,1039,0.06651475640999169,0.24580654471059332,0.22680896442240658,0.24242203,0.23879137,0.08363483027378926,0.015181452497615933
64,2022-06-10,21806.18,HSI21600I2.HF,HSI21600U2.HF,HSI21800I2.HF,HSI21800U2.HF,2022-09-30,0.30684931506849317,0.009157937784765724,1091,1206,1310,991,0.04012783804087251,0.22936348262049921,0.25356380454952904,0.24257691999999997,0.24481834,-0.09530566782248995,-0.009141610235097408
65,2022-06-13,21067.58,HSI21200I2.HF,HSI21200U2.HF,HSI21000I2.HF,HSI21000U2.HF,2022-09-30,0.29863013698630136,0.009363128780801097,932,1467,1360,1022,0.08461437139870834,0.26609653978541065,0.251702098700906,0.2455077,0.24351211,0.05709042696750921,0.008182798924913692
66,2022-06-14,21067.99,HSI21000I2.HF,HSI21000U2.HF,HSI20800I2.HF,HSI20800U2.HF,2022-09-30,0.2958904109589041,0.010330357643740051,1028,1343,1242,1141,0.048375785566208626,0.2454068065345162,0.27817439717716247,0.26039207999999997,0.25972111999999997,-0.11760863920925735,0.002579075702189515
67,2022-05-03,21101.89,HSI21000I2.HF,HSI21000U2.HF,HSI20800I2.HF,HSI20800U2.HF,2022-09-30,0.410958904109589,0.009226140097472689,1174,1604,1500,1274,0.05774006016944533,0.24975710017325944,0.2718697300322856,0.25657610999999997,0.0,-0.08115409422897146,inf
68,2022-05-04,20869.52,HSI21000I2.HF,HSI21000U2.HF,HSI20800I2.HF,HSI20800U2.HF,2022-09-30,0.40821917808219177,0.009394111185184455,1031,1709,1611,1126,0.08171036277012625,0.26129027565686036,0.2501579711446001,0.25657610999999997,0.0,0.04440004062202907,inf
69,2022-05-05,20793.4,HSI21000I2.HF,HSI21000U2.HF,HSI21200I2.HF,HSI21200U2.HF,2022-09-30,0.4054794520547945,0.009522255443582761,973,1736,1854,896,0.10016630308202759,0.26962887004258146,0.2312439637000748,0.25657610999999997,0.0,0.16561476099918404,inf
70,2022-05-06,20001.96,HSI20200I2.HF,HSI20200U2.HF,HSI20000I2.HF,HSI20000U2.HF,2022-09-30,0.40273972602739727,0.009658046918257614,1028,1749,1640,1117,0.09279700543383214,0.28398466597917016,0.2564691140076875,0.2668343,0.26418986,0.10701001322716253,0.009985841858602962
71,2022-05-10,19633.69,HSI19400I2.HF,HSI19400U2.HF,HSI19600I2.HF,HSI19600U2.HF,2022-09-30,0.3917808219178082,0.009838947512560425,1244,1573,1672,1139,0.06260266659810641,0.27632020523679635,0.3101418422286341,0.0,0.29044787,-0.10876395365012892,-1.0
72,2022-05-11,19824.57,HSI19800I2.HF,HSI19800U2.HF,HSI19600I2.HF,HSI19600U2.HF,2022-09-30,0.38904109589041097,0.010037252167910377,1166,1606,1513,1263,0.05871290862444774,0.2741188847359158,0.2936244534883006,0.27250393,0.0,-0.06626290074759011,inf
73,2022-05-12,19380.34,HSI19600I2.HF,HSI19600U2.HF,HSI19400I2.HF,HSI19400U2.HF,2022-09-30,0.3863013698630137,0.010413074855754021,1020,1806,1696,1105,0.10346973726475117,0.3018745131420672,0.2767366204519976,0.28537514999999997,0.28921471,0.09058180881003608,-0.013240809321726554
74,2022-05-13,19898.77,HSI19800I2.HF,HSI19800U2.HF,HSI19600I2.HF,HSI19600U2.HF,2022-09-30,0.3835616438356164,0.010921929105724242,1152,1576,1479,1250,0.06253544043231583,0.2674555720147958,0.2953575601015776,0.29215251,0.29077894,-0.09424144829140102,0.00471091731957074
75,2022-05-16,19950.21,HSI20000I2.HF,HSI20000U2.HF,HSI20200I2.HF,HSI20200U2.HF,2022-09-30,0.37534246575342467,0.011191953160416592,1102,1593,1704,1010,0.07809837198444362,0.2827656166140051,0.2719046113225098,0.2857673,0.275016,0.0398462949469105,0.03899548516244078
76,2022-05-17,20602.52,HSI20400I2.HF,HSI20400U2.HF,HSI20200I2.HF,HSI20200U2.HF,2022-09-30,0.3726027397260274,0.011488839510822623,1208,1449,1360,1314,0.043367168466483315,0.24877643881088882,0.28947547368241294,0.28412165,0.0,-0.14030372957983706,inf
77,2022-05-18,20644.28,HSI20600I2.HF,HSI20600U2.HF,HSI20800I2.HF,HSI20800U2.HF,2022-09-30,0.3698630136986301,0.01171734022931095,1055,1555,1666,965,0.0785591253658058,0.25852859890822905,0.2672085739644593,0.28165178999999996,0.0,-0.03241590813374262,inf
78,2022-05-19,20120.68,HSI20200I2.HF,HSI20200U2.HF,HSI20000I2.HF,HSI20000U2.HF,2022-09-30,0.36712328767123287,0.011861827511303805,1030,1613,1510,1123,0.08047840190449089,0.27126388044360195,0.2724711718369647,0.0,0.26353823,-0.004420907829170151,-1.0
79,2022-05-20,20717.24,HSI20600I2.HF,HSI20600U2.HF,HSI20400I2.HF,HSI20400U2.HF,2022-09-30,0.3643835616438356,0.011889603762791558,1107,1502,1411,1213,0.06459516500045062,0.2529792476716841,0.27747323990804307,0.26840953,0.0,-0.08809543466778169,inf
80,2022-05-23,20470.06,HSI20600I2.HF,HSI20600U2.HF,HSI20400I2.HF,HSI20400U2.HF,2022-09-30,0.3561643835616438,0.011964393675539704,1000,1582,1489,1089,0.08156611847738186,0.26854844447500337,0.25866375015973525,0.26840953,0.0,0.03813423212608558,inf
81,2022-05-24,20112.1,HSI20200I2.HF,HSI20200U2.HF,HSI20400I2.HF,HSI20400U2.HF,2022-09-30,0.35342465753424657,0.011989031767544121,1024,1530,1640,938,0.09079916007365127,0.28115520756274504,0.25243351512245854,0.0,0.27252619,0.11352811241634586,-1.0
82,2022-05-25,20171.27,HSI20200I2.HF,HSI20200U2.HF,HSI20000I2.HF,HSI20000U2.HF,2022-09-30,0.3506849315068493,0.011946374435778846,1016,1507,1408,1109,0.08001786363633177,0.2669062224687157,0.2644289040273978,0.0,0.27252619,0.009349164070420413,-1.0
83,2022-05-26,20116.2,HSI20200I2.HF,HSI20200U2.HF,HSI20000I2.HF,HSI20000U2.HF,2022-09-30,0.34794520547945207,0.01195228001048847,969,1519,1412,1061,0.08196632379451661,0.2640729204534203,0.26066842477044344,0.26429283000000003,0.27252619,0.013034420174821593,-0.030149169960678734
84,2022-05-27,20697.36,HSI20600I2.HF,HSI20600U2.HF,HSI20800I2.HF,HSI20800U2.HF,2022-09-30,0.3452054794520548,0.011935744752584963,1093,1330,1434,999,0.05252687273702087,0.24790107549388865,0.2577983266859028,0.25403244999999997,0.0,-0.03832227057639703,inf
85,2022-05-30,21123.93,HSI21000I2.HF,HSI21000U2.HF,HSI21200I2.HF,HSI21200U2.HF,2022-09-30,0.336986301369863,0.011925636777047135,1081,1303,1407,985,0.04716682578986373,0.2367362727747236,0.2569021388740362,0.24963532,0.0,-0.07836757196559518,inf
86,2022-05-31,21415.2,HSI21200I2.HF,HSI21200U2.HF,HSI21400I2.HF,HSI21400U2.HF,2022-09-30,0.33424657534246577,0.011913200842576206,1189,1211,1301,1085,0.019961634908096267,0.22697052970443074,0.263739582761777,0.24814607,0.0,-0.13919810644317787,inf
87,2022-06-01,21294.94,HSI21400L2.HF,HSI21400X2.HF,HSI21200L2.HF,HSI21200X2.HF,2022-12-31,0.5835616438356165,0.0167710760001982,1302,1758,1647,1402,0.04586937953799931,0.23835542267133225,0.23786552697691737,0.23844216,0.0,0.0020538708702562136,inf
88,2022-06-02,21082.13,HSI21000L2.HF,HSI21000X2.HF,HSI21200L2.HF,HSI21200X2.HF,2022-12-31,0.5808219178082191,0.01667214420778604,1414,1617,1720,1315,0.036369608480396845,0.23697080594471784,0.24444223203455115,0.24451453999999997,0.24249343,-0.030480906277514985,0.008310708467005767
89,2022-06-06,21653.9,HSI21400L2.HF,HSI21400X2.HF,HSI21600L2.HF,HSI21600X2.HF,2022-12-31,0.5698630136986301,0.016611265805196906,1527,1499,1604,1438,0.015000012719501963,0.2161482912001171,0.2542515657674261,0.23546213000000002,0.0,-0.1495029625440929,inf
90,2022-06-07,21531.67,HSI21600L2.HF,HSI21600X2.HF,HSI21400L2.HF,HSI21400X2.HF,2022-12-31,0.5671232876712329,0.016584906962600253,1302,1715,1605,1405,0.046134943640075546,0.2365521283396631,0.23509619003564372,0.23765816999999997,0.23821955,0.006176637453352507,-0.0023502744584805724
