datetime,close,low,high,open,spc,rsq
2006-05-08,17301.79,17204.25,17328.43,17204.25,-0.027387241340896325,0.9326055973769722
2006-05-09,17133.99,17118.22,17278.87,17278.87,-0.02681472073559389,0.9613426333904351
2006-05-10,17080.59,17018.17,17239.21,17205.35,-0.024430625648894578,0.9805639998599182
2006-05-11,17140.78,17010.4,17185.79,17065.96,-0.021903542590430057,0.995285218642419
2006-05-12,16901.85,16845.85,16967.04,16868.86,-0.015277000727396524,0.9070660840582312
2006-05-15,16494.84,16455.46,16673.53,16623.35,-0.020267902584413897,0.9927507018273921
2006-05-16,16393.11,16247.58,16435.55,16400.66,-0.01841103812708503,0.9599645122470859
2006-05-17,16615.55,16421.09,16626.71,16497.91,-0.01662768841973447,0.9927346642756291
2006-05-18,16266.52,16177.18,16363.34,16232.16,-0.01900351956517566,0.95533482073472
2006-05-19,16313.36,16155.77,16361.94,16169.78,-0.02291865612654856,0.982878539816563
2006-05-22,15805.52,15790.44,16304.95,16295.37,-0.014471108507622314,0.9586960830846355
2006-05-23,15864.56,15691.13,15888.48,15747.4,-0.01402162071959819,0.9649209812944739
2006-05-24,15822.64,15673.75,15930.17,15857.21,-0.01667782908275867,0.9760720183257611
2006-05-25,15696.89,15626.95,15764.72,15741.81,-0.01875053386301759,0.9633281516247665
2006-05-26,15895.1,15814.93,15932.26,15897.28,-0.014981805739818676,0.9920078787411176
2006-05-29,15963.77,15919.13,16006.07,15976.27,-0.014382749169834555,0.9705453073380446
2006-05-30,15857.89,15840.34,15976.37,15976.37,-0.015981521240001698,0.9875824334915845
2006-06-01,15645.27,15605.96,15923.73,15817.82,-0.018683339298624115,0.9684499686575321
2006-06-02,15912.71,15677.04,15920.06,15731.82,-0.009945771651950543,0.3335888752395208
2006-06-05,16016.23,15943.42,16062.27,15964.31,0.01938180981037363,0.17855974071307362
2006-06-06,15973.11,15824.19,15985.99,15844.92,-0.01489243828438774,0.985466589112999
2006-06-07,15816.55,15776.37,15944.48,15916.77,-0.018949328041405263,0.9866628897727214
2006-06-08,15450.11,15419.42,15611.52,15603.11,-0.023694198012351154,0.9520912428394368
2006-06-09,15628.69,15405.79,15640.31,15468.83,-0.019849751807589164,0.9638932648109515
2006-06-12,15621.44,15498.27,15680.32,15560.71,-0.017705971246281628,0.9894022010355078
2006-06-13,15234.42,15204.86,15437.26,15417.24,-0.011585284538142877,0.9353136582534038
2006-06-14,15247.92,15214.69,15396.5,15238.58,-0.015720896729021286,0.9311579911567762
2006-06-15,15435.08,15355.43,15455.57,15419.68,-0.029863274028960805,0.9742182237125528
2006-06-16,15842.65,15749.46,15851.51,15807.37,-0.02014419298391186,0.9462940492792996
2006-06-19,15768.86,15723.36,15781.56,15759.96,-0.02205377759854448,0.9641153325606285
2006-06-20,15608.97,15555.24,15709.0,15709.0,-0.02624906286902084,0.9869603866313061
2006-06-21,15659.36,15520.42,15667.7,15599.86,-0.024479708851456346,0.9868707535576847
2006-06-22,15826.7,15798.6,15885.71,15859.85,-0.01995014083572914,0.9742381804339368
2006-06-23,15808.81,15682.81,15828.49,15729.55,-0.021152963723568338,0.9903990090630922
2006-06-26,15804.81,15726.81,15841.14,15756.68,-0.01979771863641728,0.9855450323543911
2006-06-27,15774.7,15770.92,15892.92,15827.85,-0.015132609058972984,0.7486357740778732
2006-06-28,15742.66,15613.2,15742.66,15632.44,-0.022356770692315085,0.9880219248190049
2006-06-29,15865.22,15844.11,15916.0,15890.2,-0.015096239157531215,0.9867004794777817
2006-06-30,16267.62,16125.26,16273.74,16170.79,-0.01890555062139371,0.9881622418187448
2006-07-03,16326.66,16234.88,16364.23,16288.59,-0.02103838541318527,0.9964822714594086
2006-07-04,16368.98,16312.17,16379.03,16363.15,0.0022085069380857526,0.003134695241046655
2006-07-05,16267.18,16254.69,16377.66,16364.0,-0.010839713524858038,0.44254241451520543
2006-07-06,16440.99,16129.65,16445.18,16141.67,-0.009502588873638492,0.25304434905529444
2006-07-07,16459.78,16399.48,16497.9,16497.9,-0.017648025685933336,0.9039971912811668
2006-07-10,16603.81,16338.9,16606.62,16376.82,-0.016947728373776588,0.9778953481782504
2006-07-11,16490.13,16477.46,16568.62,16512.24,-0.012995501289788422,0.9807989647621601
2006-07-12,16522.21,16435.61,16552.64,16507.72,-0.012056622416446477,0.7242939632239962
2006-07-13,16305.48,16288.43,16557.97,16490.48,-0.020876299578058713,0.7711286871473557
2006-07-14,16135.71,16062.6,16159.09,16123.96,-0.015174358053662561,0.7485565227233875
2006-07-17,16064.82,15948.76,16104.15,15980.5,-0.016834261321754987,0.9873775749186794
2006-07-18,16043.94,15966.44,16109.7,16035.0,-0.01575409086182647,0.9810438255842515
2006-07-19,16097.54,16062.58,16171.12,16069.8,-0.012845025461860983,0.9740205012245374
2006-07-20,16472.62,16390.28,16481.17,16418.14,-0.016296189882413638,0.9782798346309676
2006-07-21,16464.18,16376.03,16483.23,16406.78,-0.017031587413376043,0.9823785285049961
2006-07-24,16480.59,16354.44,16484.97,16376.38,-0.016765420281641644,0.9882619992051426
2006-07-25,16583.86,16580.64,16671.39,16668.63,-0.02076498373307134,0.9918404512589925
2006-07-26,16617.24,16566.39,16623.46,16584.49,-0.020890286458324348,0.9941482124729496
2006-07-27,16916.77,16713.04,16924.22,16713.04,-0.01778157534908091,0.9461285857276547
2006-07-28,16955.04,16918.79,17034.55,16935.0,-0.018454469215957597,0.974318269100345
2006-07-31,16971.34,16965.2,17114.2,17103.44,-0.01733376257044836,0.9799435062495198
2006-08-01,16911.37,16907.38,16990.22,16990.22,-0.018041015981150772,0.9401335581574853
2006-08-02,17032.75,16872.71,17085.65,16887.68,-0.01721649222613189,0.9627043684082317
2006-08-03,17048.42,17011.61,17097.84,17073.44,-0.01696416973637416,0.9637252893178013
2006-08-04,16887.8,16867.95,17096.41,17049.96,-0.01571120415147755,0.9549518444734689
2006-08-07,16953.55,16811.42,16961.26,16927.74,-0.012437235516780146,0.8677843059586526
2006-08-08,17048.2,16994.56,17066.45,17056.57,-0.01512269043275307,0.8102926512099455
2006-08-09,17346.58,16959.01,17349.99,16996.0,-0.016318332470786297,0.8629679503370759
2006-08-10,17222.14,17211.96,17349.8,17322.52,-0.013093424388472302,0.8558630294766716
2006-08-11,17249.95,17211.47,17323.49,17255.23,-0.013646616855004859,0.9119366509388439
2006-08-14,17290.01,17215.01,17303.17,17280.07,-0.01907940135429537,0.9536498724552965
2006-08-15,17274.07,17242.84,17295.3,17274.51,-0.02034000325904597,0.962269736628404
2006-08-16,17451.03,17349.88,17473.73,17406.62,-0.01979647228407115,0.9648282240759519
2006-08-17,17373.05,17329.05,17506.21,17501.95,-0.020744238967006057,0.9859652838078841
2006-08-18,17330.7,17316.13,17413.96,17381.42,-0.020974901523063565,0.9835496245854676
2006-08-21,17007.88,16996.76,17329.68,17326.38,-0.018877643711986428,0.9904173876756757
2006-08-22,17149.75,17037.23,17155.6,17096.51,-0.026871211266182013,0.9932768211177035
2006-08-23,17088.39,17010.31,17111.75,17101.12,-0.01837954136422131,0.968373847459402
2006-08-24,16883.04,16870.7,17040.22,16970.98,-0.010415304764410174,0.9816353304206304
2006-08-25,16955.45,16894.12,17005.44,16958.28,-0.014779819203629788,0.9492867322816712
2006-08-28,16922.29,16911.52,16998.71,16955.88,-0.013802790515251058,0.9060726019560517
2006-08-29,17083.28,16998.99,17102.45,17003.56,-0.017051365670983087,0.9694235660990727
2006-08-30,17284.71,17134.92,17289.26,17147.76,-0.016919707008644543,0.9813703184946388
2006-08-31,17392.27,17356.83,17422.83,17395.54,-0.019396573911230355,0.979543492091648
2006-09-01,17423.72,17311.41,17514.31,17373.17,-0.01522784044713922,0.9819783032332488
2006-09-04,17513.88,17476.6,17538.59,17504.33,-0.017037514327504073,0.9706898920491835
2006-09-05,17438.8,17404.67,17523.81,17523.81,-0.013737685420813675,0.9858836596909396
2006-09-06,17258.51,17208.93,17445.98,17445.98,-0.016142948189990958,0.9906892602289752
2006-09-07,17096.44,17044.93,17133.52,17099.91,-0.018448542110210644,0.9315080485792427
2006-09-08,17145.76,17070.91,17171.54,17071.18,-0.02075930550732075,0.9637613619679067
2006-09-11,16948.59,16929.71,17158.22,17141.61,-0.014234504962369325,0.8398509117803822
2006-09-12,17075.4,16921.53,17128.87,16932.29,-0.024631483085036696,0.9665044262094662
2006-09-13,17210.04,17173.82,17235.41,17221.0,-0.0012505247544852844,0.0018238829990751377
2006-09-14,17183.45,17142.71,17304.74,17274.67,0.0014031287210206906,0.0013019873668817742
2006-09-15,17237.65,17143.24,17246.89,17179.09,-0.01841978163714205,0.9689694711326091
2006-09-18,17387.21,17253.02,17423.9,17253.7,-0.01969067450727109,0.9843395462633227
2006-09-19,17346.7,17314.63,17426.47,17411.93,-0.019626247650107138,0.9936905940287311
2006-09-20,17512.96,17220.78,17523.48,17232.2,0.03233671119277635,0.12020441598233607
2006-09-21,17619.97,17539.56,17663.44,17546.56,-0.016362231258483437,0.9614299223991326
2006-09-22,17600.65,17511.96,17639.13,17526.34,-0.010159395092183358,0.7396530180401915
2006-09-25,17546.04,17539.81,17683.45,17546.04,0.030061419503493895,0.10636870802363745
2006-09-26,17308.08,17277.75,17614.29,17614.29,0.015266300861985526,0.04914768472600042
2006-09-27,17521.51,17402.13,17540.67,17478.25,0.052545382617379635,0.14261227736815724
2006-09-28,17530.57,17506.24,17604.91,17565.93,-0.015163360847657018,0.9447744923358421
2006-09-29,17543.05,17350.79,17589.57,17559.67,-0.018876480978126307,0.9705312632181355
2006-10-03,17606.53,17428.1,17648.71,17490.51,-0.01479536092745017,0.8509751515413194
2006-10-04,17629.21,17535.83,17687.2,17637.2,-0.014421840250473706,0.8313876003967128
2006-10-05,17907.67,17810.07,17940.49,17897.93,0.016611686275174346,0.043979601828348015
2006-10-06,17903.39,17848.72,17931.73,17901.06,-0.025738466148010165,0.9782784713387076
2006-10-09,17675.24,17589.12,17876.04,17876.04,-0.01582113600842591,0.9329956947926678
2006-10-10,17826.7,17751.95,17852.36,17780.3,-0.017991407697807278,0.8705262264857959
2006-10-11,17862.79,17740.79,17875.62,17856.6,-0.019824459825650956,0.9832026271652887
2006-10-12,17873.09,17835.65,17948.13,17896.43,-0.016526259557983054,0.862826078078204
2006-10-13,17988.86,17949.59,18067.58,18049.83,-0.018610697353285875,0.9772532834778095
2006-10-16,18010.2,17958.1,18069.49,18067.2,-0.018800473023793843,0.9729601853188165
2006-10-17,18014.84,17823.33,18074.29,17965.35,-0.018152947093273742,0.970027093076215
2006-10-18,18048.09,17881.78,18048.09,17910.01,-0.01852825199282804,0.969582504790147
2006-10-19,17986.97,17938.01,18070.76,18053.9,-0.020329884440090786,0.9705990144144809
2006-10-20,18113.55,18012.61,18148.04,18012.61,-0.02335990419406097,0.9790131800350387
2006-10-23,18089.85,18066.11,18170.33,18170.22,-0.018678910386837617,0.9755392243582605
2006-10-24,18153.41,18121.7,18173.43,18136.18,-0.02088530216269897,0.9851457750352425
2006-10-25,18157.94,18106.11,18168.99,18150.89,-0.022017059374470536,0.982839846314053
2006-10-26,18353.74,18240.6,18378.84,18267.42,-0.012437125955933133,0.35461608328679506
2006-10-27,18297.55,18232.64,18465.54,18400.81,-0.016669458518337513,0.9660657813610154
2006-10-31,18324.35,18152.91,18336.45,18196.04,-0.021793339742200518,0.9532005483897538
2006-11-01,18453.65,18376.39,18494.95,18376.39,-0.018061953636480166,0.9280800692303671
2006-11-02,18714.78,18397.33,18724.91,18495.29,-0.024233832802435146,0.9834836833281458
2006-11-03,18749.69,18646.16,18771.01,18696.58,-0.023243312060032623,0.9825803951369728
2006-11-06,18936.55,18694.13,18940.8,18702.25,-0.021566935328247317,0.9855044622076184
2006-11-07,18939.31,18855.88,19161.38,19102.88,-0.022192132084101746,0.9820229741780522
2006-11-08,18811.24,18750.78,18994.98,18933.47,-0.020904173102449228,0.9949486995712112
2006-11-09,18952.86,18866.01,18993.4,18885.22,-0.020661431743779792,0.9852707950475991
2006-11-10,18891.14,18861.94,18976.15,18958.06,-0.017597668489268876,0.9931889878613688
2006-11-13,18868.54,18717.61,18902.2,18763.44,-0.01795816980869618,0.9928145692870077
2006-11-14,18878.42,18759.34,18989.51,18889.92,-0.01857487752603411,0.9756186676231766
2006-11-15,19093.0,18926.31,19106.83,18940.02,-0.016935440538493343,0.9461402350813022
2006-11-16,19154.07,19048.04,19237.73,19162.9,-0.017720659518991315,0.9547651291132014
2006-11-17,19182.71,19097.32,19214.6,19125.92,-0.017213733278714737,0.9488481589390592
2006-11-20,18954.63,18928.58,19133.52,19030.36,-0.019412226557523886,0.980098909214405
2006-11-21,19008.3,18959.81,19064.07,19002.07,-0.018001775197246574,0.9894661766070406
2006-11-22,19250.79,19075.32,19256.99,19102.26,-0.013753666964398208,0.9292177492749538
2006-11-23,19265.32,19244.32,19404.01,19345.03,-0.014707329270323229,0.9095157043384862
2006-11-24,19260.3,19195.9,19315.73,19206.45,-0.011965478207463128,0.8412186401672723
2006-11-27,19204.01,19122.39,19328.12,19263.86,-0.01589399246264101,0.960104615714672
2006-11-28,18639.53,18618.66,18998.08,18996.84,-0.021578857662719213,0.9826447703970517
2006-11-29,18780.93,18687.27,18843.48,18730.49,-0.019159489104801586,0.9649816582202565
2006-11-30,18960.48,18923.63,19033.4,18944.56,-0.018481794116333373,0.9726244870561539
2006-12-01,18690.82,18650.5,18945.4,18922.53,0.03814621054583707,0.23469201137865942
2006-12-04,18702.73,18587.72,18768.63,18654.07,-0.02174941176807884,0.9852131662989824
2006-12-05,18944.19,18794.18,18949.92,18880.81,0.1722451013119103,0.4731174257590285
2006-12-06,19026.36,18937.61,19131.22,18988.14,0.027869166402683422,0.21119318824353836
2006-12-07,18842.99,18783.3,19048.41,19023.75,-0.012233454881018034,0.44412622582216965
2006-12-08,18739.99,18666.89,18799.25,18775.47,0.054687290420455954,0.32301883615347565
2006-12-11,18924.66,18811.85,18965.73,18811.85,-0.018918610538339983,0.9664757453335212
2006-12-12,18907.17,18819.99,19015.7,19010.16,-0.019480616178005245,0.9268674283897851
2006-12-13,18718.19,18623.61,18870.45,18867.67,-0.021038077415031647,0.98620287499646
2006-12-14,18919.4,18774.43,18954.94,18806.71,0.06532468583639006,0.380777603268773
2006-12-15,19110.65,19014.27,19126.7,19080.29,-0.015817830088952545,0.8457571999788002
2006-12-18,19192.91,19046.92,19216.54,19094.63,-0.006674284226805542,0.20694284982876288
2006-12-19,18964.55,18905.44,19180.3,19162.98,-0.016277810562838432,0.9438544586081958
2006-12-20,19240.12,19108.45,19273.77,19109.85,-0.006948249042385492,0.4933814397462505
2006-12-21,19222.84,19157.85,19276.32,19249.19,-0.00859499111324623,0.7393276356232301
2006-12-22,19320.52,19197.73,19320.52,19227.24,0.011945162257696956,0.0696478080201075
2006-12-27,19725.73,19512.46,19728.0,19620.53,-0.0051033222831048395,0.040002813955551816
2006-12-28,20001.91,19686.81,20038.23,19742.79,0.05112077402466196,0.313952326705075
2006-12-29,19964.72,19885.25,20049.03,20049.03,-0.013733142444265312,0.9330109322522001
2007-01-02,20310.18,19990.28,20323.59,20004.84,0.014948396914940593,0.13543106432118537
2007-01-03,20413.39,20249.61,20554.58,20353.42,0.035347386591872046,0.2624449883581974
2007-01-04,20025.58,19948.02,20463.18,20415.67,-0.011782779774390625,0.9115290495399158
2007-01-05,20211.28,19757.24,20213.64,19890.15,-0.0031987184398598965,0.04045625745073676
2007-01-08,20029.66,19844.31,20085.58,19915.0,-0.011992248553491559,0.9050239217351284
2007-01-09,19898.08,19794.29,20173.06,20162.54,-0.012021046357103124,0.94107347111953
2007-01-10,19568.34,19507.97,19693.7,19665.4,-0.013663065697136843,0.9391374447059702
2007-01-11,19385.37,19350.5,19697.58,19653.02,-0.013316534794821993,0.8230515987767814
2007-01-12,19613.41,19523.76,19680.63,19628.82,0.02199666798839955,0.16521914871757623
2007-01-15,20068.56,19746.07,20073.29,19776.13,-0.017508952503209666,0.9742079189984382
2007-01-16,20027.95,19938.2,20133.49,20130.55,-0.012585697566666767,0.8698364688658046
2007-01-17,20064.57,19841.16,20122.43,19917.49,-0.011096112374290585,0.9417409787624651
2007-01-18,20277.51,20002.77,20297.41,20064.75,0.010540066119152992,0.08899531492072228
2007-01-19,20327.72,20189.36,20337.93,20215.55,-0.012287360881436274,0.8276112219471277
2007-01-22,20772.22,20487.6,20779.52,20501.45,-0.018885245618553974,0.9854669067046536
2007-01-23,20769.7,20589.42,20810.79,20743.85,-0.01373593899850325,0.8483511643276329
2007-01-24,20821.05,20725.48,20971.46,20950.94,-0.012744492805862895,0.9103222299649028
2007-01-25,20669.83,20610.22,20897.55,20889.74,-0.004755966542291445,0.11280413249100511
2007-01-26,20281.13,20204.67,20457.48,20457.48,-0.009440958576356654,0.9102241708335806
2007-01-29,20236.68,20197.6,20366.71,20317.39,-0.011000313876263953,0.8821607983175629
2007-01-30,20460.46,20165.22,20465.46,20281.93,-0.01033109814163092,0.8771435508343549
2007-01-31,20106.42,20008.6,20507.68,20463.82,-0.013351641830533565,0.9092726702736251
2007-02-01,20430.16,20176.62,20496.81,20251.57,0.0015810991040858698,0.00923592376869253
2007-02-02,20563.68,20468.84,20704.1,20544.33,0.023551600293810055,0.10496741684893462
2007-02-05,20455.62,20409.16,20645.82,20514.83,-0.00888202444548894,0.8345360463177474
2007-02-06,20655.2,20438.36,20712.32,20511.78,-0.011758882287707642,0.9631312732183519
2007-02-07,20679.69,20598.03,20739.01,20716.59,-0.012812512583147995,0.9812699785288435
2007-02-08,20735.05,20318.99,20763.57,20475.88,-0.015092430328263328,0.966730159596922
2007-02-09,20677.66,20593.76,20771.09,20746.95,-0.013742375021921834,0.948587130598828
2007-02-12,20593.41,20488.82,20696.65,20534.43,-0.016135076036783037,0.9791147786991652
2007-02-13,20132.25,20127.12,20523.91,20523.91,-0.0122065088374991,0.977568310701744
2007-02-14,20209.91,20184.69,20330.37,20302.2,-0.00821020343808072,0.8995949692283514
2007-02-15,20538.42,20398.45,20570.14,20466.65,-0.037111579463868886,0.9729702304477176
2007-02-16,20567.91,20458.01,20588.18,20545.93,-0.015470403509111526,0.993786557709498
2007-02-21,20651.42,20540.32,20677.29,20649.72,-0.012020116914502362,0.9914524017663643
2007-02-22,20809.23,20740.33,20829.66,20748.46,-0.011997290586590888,0.982430393210337
2007-02-23,20711.65,20547.44,20844.25,20844.25,-0.014582818551982226,0.9875587309970668
2007-02-26,20507.95,20474.41,20581.42,20520.45,-0.014627780197021347,0.982153569687066
2007-02-27,20147.87,20042.3,20500.88,20500.88,-0.012617912358913986,0.8947684441552913
2007-02-28,19651.51,19381.88,19749.59,19426.95,-0.009496848477074927,0.9100274016293232
2007-03-01,19346.6,19346.6,19643.41,19581.86,-0.007121238336677714,0.7650219188109867
2007-03-02,19442.01,19355.63,19560.52,19386.57,-0.010813009113023152,0.9215074920172175
2007-03-05,18664.88,18659.23,19164.35,19137.36,-0.004678967884680152,0.46569584600254005
2007-03-06,19058.56,18876.62,19080.34,18899.21,-0.010295650017897525,0.9453940924221577
2007-03-07,18918.64,18910.24,19239.92,19188.22,-0.01368130006033163,0.9540555147050849
2007-03-08,19175.17,18909.07,19191.1,18924.28,-0.012104606903951461,0.8821221582883849
2007-03-09,19134.88,19065.03,19259.1,19259.1,-0.01074889960527562,0.8935428157417881
2007-03-12,19442.42,19220.51,19470.37,19252.37,0.0024530846884260305,0.11445166229117139
2007-03-13,19333.14,19251.2,19442.52,19397.04,-0.006890303225640908,0.7274272892812035
2007-03-14,18836.93,18738.51,18888.4,18803.07,-0.013260322712134506,0.9564851065519084
2007-03-15,18969.44,18932.46,19054.94,19029.21,-0.014395407980463295,0.9853708965875224
2007-03-16,18953.5,18770.28,19130.1,18846.49,-0.012191711061507305,0.981886026356961
2007-03-19,19266.74,18967.41,19267.83,19006.15,-0.008873861019254775,0.936401569999474
2007-03-20,19356.9,19332.6,19463.9,19430.7,-0.011286576867501747,0.8773263490403962
2007-03-21,19516.41,19270.72,19537.09,19380.98,-0.011256085253765934,0.7225492852197791
2007-03-22,19690.25,19621.26,19813.21,19757.73,-0.008393243954054278,0.06671701096121652
2007-03-23,19692.64,19634.11,19729.49,19665.05,-0.015475700431525987,0.9587907663892238
